row_id,emoji,unicode_slug,name,vendor,raw_image_path,processed_image_path
2,😃,U+1F603,grinning face with big eyes,JoyPixels,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/JoyPixels/2.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0002_u1f603.png
2,😃,U+1F603,grinning face with big eyes,Samsung,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Samsung/2.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0002_u1f603.png
2,😃,U+1F603,grinning face with big eyes,Gmail,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Gmail/2.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0002_u1f603.png
2,😃,U+1F603,grinning face with big eyes,SoftBank,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/SoftBank/2.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/SoftBank/0002_u1f603.png
2,😃,U+1F603,grinning face with big eyes,DoCoMo,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/DoCoMo/2.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/DoCoMo/0002_u1f603.png
2,😃,U+1F603,grinning face with big eyes,KDDI,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/KDDI/2.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/KDDI/0002_u1f603.png
3,😄,U+1F604,grinning face with smiling eyes,Apple,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Apple/3.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0003_u1f604.png
3,😄,U+1F604,grinning face with smiling eyes,Google,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Google/3.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Google/0003_u1f604.png
3,😄,U+1F604,grinning face with smiling eyes,Facebook,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Facebook/3.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0003_u1f604.png
3,😄,U+1F604,grinning face with smiling eyes,Windows,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Windows/3.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0003_u1f604.png
3,😄,U+1F604,grinning face with smiling eyes,Twitter,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Twitter/3.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0003_u1f604.png
3,😄,U+1F604,grinning face with smiling eyes,JoyPixels,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/JoyPixels/3.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0003_u1f604.png
3,😄,U+1F604,grinning face with smiling eyes,Samsung,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Samsung/3.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0003_u1f604.png
3,😄,U+1F604,grinning face with smiling eyes,Gmail,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Gmail/3.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0003_u1f604.png
3,😄,U+1F604,grinning face with smiling eyes,SoftBank,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/SoftBank/3.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/SoftBank/0003_u1f604.png
4,😁,U+1F601,beaming face with smiling eyes,Apple,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Apple/4.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0004_u1f601.png
4,😁,U+1F601,beaming face with smiling eyes,Google,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Google/4.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Google/0004_u1f601.png
4,😁,U+1F601,beaming face with smiling eyes,Facebook,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Facebook/4.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0004_u1f601.png
4,😁,U+1F601,beaming face with smiling eyes,Windows,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Windows/4.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0004_u1f601.png
4,😁,U+1F601,beaming face with smiling eyes,Twitter,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Twitter/4.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0004_u1f601.png
4,😁,U+1F601,beaming face with smiling eyes,JoyPixels,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/JoyPixels/4.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0004_u1f601.png
4,😁,U+1F601,beaming face with smiling eyes,Samsung,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Samsung/4.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0004_u1f601.png
4,😁,U+1F601,beaming face with smiling eyes,Gmail,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Gmail/4.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0004_u1f601.png
4,😁,U+1F601,beaming face with smiling eyes,SoftBank,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/SoftBank/4.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/SoftBank/0004_u1f601.png
4,😁,U+1F601,beaming face with smiling eyes,DoCoMo,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/DoCoMo/4.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/DoCoMo/0004_u1f601.png
4,😁,U+1F601,beaming face with smiling eyes,KDDI,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/KDDI/4.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/KDDI/0004_u1f601.png
5,😆,U+1F606,grinning squinting face,Apple,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Apple/5.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0005_u1f606.png
5,😆,U+1F606,grinning squinting face,Google,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Google/5.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Google/0005_u1f606.png
5,😆,U+1F606,grinning squinting face,Facebook,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Facebook/5.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0005_u1f606.png
5,😆,U+1F606,grinning squinting face,Windows,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Windows/5.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0005_u1f606.png
5,😆,U+1F606,grinning squinting face,Twitter,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Twitter/5.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0005_u1f606.png
5,😆,U+1F606,grinning squinting face,JoyPixels,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/JoyPixels/5.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0005_u1f606.png
5,😆,U+1F606,grinning squinting face,Samsung,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Samsung/5.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0005_u1f606.png
5,😆,U+1F606,grinning squinting face,Gmail,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Gmail/5.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0005_u1f606.png
5,😆,U+1F606,grinning squinting face,DoCoMo,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/DoCoMo/5.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/DoCoMo/0005_u1f606.png
6,😅,U+1F605,grinning face with sweat,Apple,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Apple/6.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0006_u1f605.png
6,😅,U+1F605,grinning face with sweat,Google,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Google/6.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Google/0006_u1f605.png
6,😅,U+1F605,grinning face with sweat,Facebook,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Facebook/6.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0006_u1f605.png
6,😅,U+1F605,grinning face with sweat,Windows,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Windows/6.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0006_u1f605.png
6,😅,U+1F605,grinning face with sweat,Twitter,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Twitter/6.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0006_u1f605.png
6,😅,U+1F605,grinning face with sweat,JoyPixels,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/JoyPixels/6.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0006_u1f605.png
6,😅,U+1F605,grinning face with sweat,Samsung,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Samsung/6.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0006_u1f605.png
6,😅,U+1F605,grinning face with sweat,Gmail,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Gmail/6.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0006_u1f605.png
6,😅,U+1F605,grinning face with sweat,DoCoMo,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/DoCoMo/6.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/DoCoMo/0006_u1f605.png
7,🤣,U+1F923,rolling on the floor laughing,Apple,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Apple/7.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0007_u1f923.png
7,🤣,U+1F923,rolling on the floor laughing,Google,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Google/7.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Google/0007_u1f923.png
7,🤣,U+1F923,rolling on the floor laughing,Facebook,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Facebook/7.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0007_u1f923.png
7,🤣,U+1F923,rolling on the floor laughing,Windows,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Windows/7.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0007_u1f923.png
7,🤣,U+1F923,rolling on the floor laughing,Twitter,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Twitter/7.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0007_u1f923.png
7,🤣,U+1F923,rolling on the floor laughing,JoyPixels,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/JoyPixels/7.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0007_u1f923.png
7,🤣,U+1F923,rolling on the floor laughing,Samsung,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Samsung/7.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0007_u1f923.png
8,😂,U+1F602,face with tears of joy,Apple,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Apple/8.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0008_u1f602.png
8,😂,U+1F602,face with tears of joy,Google,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Google/8.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Google/0008_u1f602.png
8,😂,U+1F602,face with tears of joy,Facebook,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Facebook/8.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0008_u1f602.png
8,😂,U+1F602,face with tears of joy,Windows,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Windows/8.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0008_u1f602.png
8,😂,U+1F602,face with tears of joy,Twitter,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Twitter/8.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0008_u1f602.png
8,😂,U+1F602,face with tears of joy,JoyPixels,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/JoyPixels/8.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0008_u1f602.png
8,😂,U+1F602,face with tears of joy,Samsung,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Samsung/8.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0008_u1f602.png
8,😂,U+1F602,face with tears of joy,Gmail,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Gmail/8.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0008_u1f602.png
8,😂,U+1F602,face with tears of joy,SoftBank,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/SoftBank/8.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/SoftBank/0008_u1f602.png
8,😂,U+1F602,face with tears of joy,KDDI,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/KDDI/8.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/KDDI/0008_u1f602.png
9,🙂,U+1F642,slightly smiling face,Apple,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Apple/9.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0009_u1f642.png
9,🙂,U+1F642,slightly smiling face,Google,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Google/9.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Google/0009_u1f642.png
9,🙂,U+1F642,slightly smiling face,Facebook,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Facebook/9.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0009_u1f642.png
9,🙂,U+1F642,slightly smiling face,Windows,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Windows/9.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0009_u1f642.png
9,🙂,U+1F642,slightly smiling face,Twitter,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Twitter/9.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0009_u1f642.png
9,🙂,U+1F642,slightly smiling face,JoyPixels,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/JoyPixels/9.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0009_u1f642.png
9,🙂,U+1F642,slightly smiling face,Samsung,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Samsung/9.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0009_u1f642.png
9,🙂,U+1F642,slightly smiling face,Gmail,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Gmail/9.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png
10,🙃,U+1F643,upside-down face,Apple,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Apple/10.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0010_u1f643.png
10,🙃,U+1F643,upside-down face,Google,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Google/10.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Google/0010_u1f643.png
10,🙃,U+1F643,upside-down face,Facebook,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Facebook/10.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0010_u1f643.png
10,🙃,U+1F643,upside-down face,Windows,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Windows/10.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0010_u1f643.png
10,🙃,U+1F643,upside-down face,Twitter,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Twitter/10.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0010_u1f643.png
10,🙃,U+1F643,upside-down face,JoyPixels,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/JoyPixels/10.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0010_u1f643.png
10,🙃,U+1F643,upside-down face,Samsung,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Samsung/10.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0010_u1f643.png
11,😉,U+1F609,winking face,Apple,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Apple/11.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0011_u1f609.png
11,😉,U+1F609,winking face,Google,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Google/11.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Google/0011_u1f609.png
11,😉,U+1F609,winking face,Facebook,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Facebook/11.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0011_u1f609.png
11,😉,U+1F609,winking face,Windows,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Windows/11.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0011_u1f609.png
11,😉,U+1F609,winking face,Twitter,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Twitter/11.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0011_u1f609.png
11,😉,U+1F609,winking face,JoyPixels,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/JoyPixels/11.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0011_u1f609.png
11,😉,U+1F609,winking face,Samsung,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Samsung/11.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0011_u1f609.png
11,😉,U+1F609,winking face,Gmail,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/Gmail/11.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0011_u1f609.png
11,😉,U+1F609,winking face,SoftBank,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/SoftBank/11.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/SoftBank/0011_u1f609.png
11,😉,U+1F609,winking face,DoCoMo,/Users/ningzd/Desktop/Pic_Gen/data/raw/kaggle/full_emoji_image_dataset/image/DoCoMo/11.png,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/vendor_rgba72/DoCoMo/0011_u1f609.png
